採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
鳳山溪流域,鳳山溪,新竹縣,台15線鳳山溪橋,丙,2017/2/8 下午 03:24:00,1073,3.5,19.9,17.8,7.4,36200,--,7.2,86.2,3.0,11.2,57.1,23000,1.36,12700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
鳳山溪流域,鳳山溪,新竹縣,台15線鳳山溪橋,丙,2017/1/4 上午 08:55:00,1073,3.3,24.0,21.5,7.7,20800,--,5.8,68.8,2.2,9.4,37.4,4600,1.09,7040,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/12/7 上午 10:05:00,1075,6.0,18.7,22.9,7.0,5120,--,4.9,57.5,17.5,53.4,16.4,710000,14.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/11/2 上午 10:45:00,1075,5.5,26.6,26.9,6.9,5330,--,5.4,68.4,11.0,42.0,21.0,220000,9.60,--,3.51,--,37.3,--,<0.001,<0.003,<0.002,0.0378,<0.0003,0.077,0.058,1.94,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/10/5 上午 10:45:00,1075,6.0,32.3,30.0,7.1,6060,--,4.7,63.6,16.7,37.1,13.0,140000,9.70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/9/5 上午 10:56:00,1075,5.0,37.0,30.6,7.0,5130,--,4.9,67.0,14.2,41.5,16.3,290000,15.0,--,4.17,--,23.7,--,<0.001,<0.003,<0.002,0.0566,<0.0003,0.093,0.044,0.387,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/8/4 上午 09:50:00,1075,5.8,34.3,30.9,7.1,4510,--,4.5,62.5,14.8,41.5,12.1,66000,16.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/7/6 上午 10:00:00,1075,6.8,29.6,30.0,7.2,4530,--,3.0,40.2,21.5,49.0,11.0,890000,13.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/6/7 上午 11:06:00,1075,5.8,38.8,29.9,7.1,3830,--,4.5,60.3,9.5,35.1,10.0,320000,10.7,--,5.55,--,14.0,--,<0.001,<0.003,<0.002,0.0184,<0.0003,0.029,0.016,0.312,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/5/4 上午 09:45:00,1075,6.0,28.0,27.0,7.2,4190,--,4.9,62.7,15.2,42.5,17.4,410000,9.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/4/6 上午 10:45:00,1075,5.0,30.4,25.6,7.0,5200,--,5.5,68.2,13.9,33.2,16.8,490000,5.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/3/1 上午 10:50:00,1075,4.5,25.2,21.0,6.6,5240,--,7.0,80.2,11.8,28.3,19.8,230000,6.55,--,6.69,7.14,22.6,0.615,<0.001,<0.003,<0.002,0.0377,<0.0003,0.091,0.043,0.364,<0.001,<0.001,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/2/8 上午 10:00:00,1075,6.5,19.4,22.1,6.9,4970,--,5.5,64.2,18.8,48.2,23.8,320000,8.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,山崎橋,丙,2017/1/4 上午 11:25:00,1075,6.5,25.2,25.0,6.7,5310,--,5.1,62.7,15.2,35.1,20.1,500000,8.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/12/7 下午 07:10:00,1079,3.3,18.5,18.5,7.7,20400,--,6.6,72.0,3.0,15.9,17.3,40000,3.73,6970,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/11/2 下午 03:00:00,1079,3.3,26.0,24.7,7.7,29100,--,7.1,87.2,4.3,16.8,45.8,35000,1.15,9390,0.599,--,5.16,--,<0.001,<0.003,<0.002,0.0046,<0.0003,0.003,0.004,0.194,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/10/5 下午 04:25:00,1079,4.0,32.2,29.9,7.9,35300,--,6.7,95.8,4.1,11.1,72.8,28000,1.59,11900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/9/5 下午 04:20:00,1079,4.3,31.6,31.3,7.6,15400,--,4.9,69.5,3.0,19.7,27.8,47000,4.18,4840,1.20,--,4.94,--,<0.001,<0.003,<0.002,0.0155,<0.0003,0.011,0.015,0.238,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/8/4 下午 02:30:00,1079,4.8,35.4,34.5,7.8,8800,--,6.3,92.3,4.5,22.5,32.2,61000,3.19,2420,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/7/6 下午 03:00:00,1079,3.3,34.0,33.7,8.0,19300,--,8.2,120.1,3.5,16.1,22.7,52000,1.92,6340,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/6/7 下午 03:31:00,1079,3.3,36.9,33.0,7.8,9150,--,7.6,106.8,3.4,20.3,33.1,250000,1.12,2860,0.626,--,4.61,--,<0.001,0.004,<0.002,0.0043,<0.0003,0.009,0.013,0.079,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/5/4 上午 11:25:00,1079,3.8,28.0,27.8,7.6,30400,--,5.8,76.7,4.0,25.0,37.0,260000,1.78,10300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/4/6 下午 01:10:00,1079,3.3,29.7,24.8,7.4,18000,--,7.5,92.1,4.3,18.4,32.6,61000,1.29,6040,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/3/1 上午 07:00:00,1079,3.5,16.1,15.7,7.1,5580,--,7.0,71.9,13.7,40.4,15.7,17000,2.24,1600,1.09,12.5,5.48,0.421,<0.001,<0.003,<0.002,0.0058,<0.0003,0.012,0.021,0.218,<0.001,<0.001,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/2/8 下午 02:40:00,1079,3.8,20.1,17.9,7.7,35800,--,6.4,77.3,4.1,16.4,33.2,63000,1.33,14600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,紅樹林橋(原為紅毛港大橋),丙,2017/1/4 上午 08:02:00,1079,3.3,22.0,21.1,7.7,26700,--,5.2,61.5,3.1,10.3,17.4,190000,1.85,10200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/12/7 下午 01:05:00,1077,4.5,18.8,21.2,7.6,4190,--,8.0,91.2,11.5,32.3,9.4,73000,13.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/11/2 下午 01:57:00,1077,5.0,26.2,26.0,7.5,4410,--,7.0,88.0,10.1,31.4,22.1,28000,9.16,--,2.35,--,24.8,--,<0.001,0.003,<0.002,0.0223,<0.0003,0.039,0.045,1.43,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/10/5 下午 03:32:00,1077,4.5,32.5,31.8,8.5,4930,--,6.6,91.5,5.3,32.5,12.7,44000,8.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/9/5 下午 03:25:00,1077,5.0,31.4,32.1,7.5,4300,--,6.3,88.6,5.9,29.9,7.2,200000,13.1,--,2.89,--,16.2,--,<0.001,<0.003,<0.002,0.0412,<0.0003,0.025,0.019,0.350,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/8/4 下午 01:35:00,1077,4.5,36.5,34.0,7.8,3720,--,6.8,97.8,6.4,30.2,7.5,21000,13.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/7/6 下午 01:55:00,1077,5.0,34.4,32.6,7.6,3700,--,6.9,97.4,6.2,28.7,25.3,24000,10.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/6/7 下午 02:55:00,1077,3.8,36.5,33.1,7.7,2910,--,6.8,97.0,4.0,24.9,4.8,190000,6.82,--,3.38,--,11.4,--,<0.001,<0.003,<0.002,0.0145,<0.0003,0.014,0.018,0.191,<0.001,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/5/4 下午 02:57:00,1077,4.5,30.0,29.3,7.5,3700,--,7.0,93.7,7.8,33.9,8.3,360000,7.82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/4/6 下午 03:15:00,1077,4.5,27.1,25.3,7.0,3880,--,6.6,81.4,9.4,26.2,4.7,410000,5.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/3/1 下午 02:55:00,1077,4.5,24.6,21.5,6.8,3790,--,8.0,91.4,8.0,22.5,9.4,61000,7.22,--,3.51,6.16,15.7,0.739,<0.001,<0.003,<0.002,0.0288,<0.0003,0.034,0.024,0.322,<0.001,<0.001,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/2/8 下午 01:55:00,1077,4.5,20.3,20.6,7.4,3970,--,7.5,84.3,11.1,32.8,11.9,73000,7.95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,茄苳溪(竹),新竹縣,象鼻橋,丙,2017/1/4 下午 02:55:00,1077,4.5,26.0,25.2,7.5,4080,--,7.4,90.5,8.4,25.2,7.4,170000,8.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/12/7 上午 10:55:00,1669,1.0,19.0,18.8,7.0,483,--,8.4,90.0,1.7,14.0,5.8,6700,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/11/2 上午 11:27:00,1669,1.0,27.9,24.6,6.8,483,--,6.6,81.2,2.4,13.8,14.8,27000,0.29,--,0.265,--,0.67,--,<0.001,<0.003,<0.002,0.0009,<0.0003,0.003,0.011,0.138,<0.001,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/10/5 上午 11:45:00,1669,3.3,32.7,28.6,7.1,549,--,5.5,70.9,3.2,19.6,72.8,46000,0.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/9/5 下午 01:55:00,1669,1.5,31.2,30.4,7.0,502,--,7.6,102.1,3.7,25.1,12.6,140000,0.25,--,0.472,--,0.85,--,<0.001,<0.003,<0.002,0.0032,<0.0003,0.003,0.006,0.099,<0.001,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/8/4 上午 10:40:00,1669,2.0,35.2,31.2,7.0,431,--,6.4,87.6,3.8,23.7,14.8,31000,0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/7/6 上午 10:55:00,1669,1.0,30.7,30.4,7.1,407,--,7.4,99.2,2.1,12.7,6.8,4200,0.20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/6/7 下午 01:09:00,1669,2.0,37.8,31.8,7.3,415,--,6.4,87.4,2.2,15.3,3.6,36000,0.58,--,0.402,--,1.13,--,<0.001,0.005,<0.002,0.0019,<0.0003,0.003,0.006,0.069,<0.001,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/5/4 上午 10:30:00,1669,2.8,27.5,25.4,6.7,490,--,3.9,47.4,2.8,15.1,15.6,49000,0.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/4/6 上午 11:30:00,1669,2.0,31.6,23.9,6.9,484,--,7.2,85.2,3.9,20.0,11.3,22000,0.69,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/3/1 下午 01:25:00,1669,1.5,25.3,18.5,6.4,497,--,8.4,89.2,2.3,14.5,6.4,21000,0.81,--,0.316,5.37,1.68,0.150,<0.001,<0.003,<0.002,0.0009,<0.0003,0.003,0.010,0.068,<0.001,<0.001,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/2/8 上午 10:40:00,1669,1.5,19.6,18.6,6.6,532,--,5.7,61.8,2.0,14.4,5.0,5800,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,東興橋,乙,2017/1/4 下午 01:25:00,1669,1.5,26.2,23.6,7.1,495,--,10.0,117.9,4.6,17.8,13.3,30000,0.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/12/7 上午 11:35:00,1670,3.3,19.3,17.8,7.5,504,--,6.1,64.1,4.0,20.8,4.7,26000,2.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/11/2 下午 01:10:00,1670,4.0,27.0,24.6,7.5,490,--,5.0,60.8,10.4,38.4,15.8,230000,2.37,--,1.31,--,0.35,--,<0.001,<0.003,<0.002,0.0012,<0.0003,0.003,0.012,0.100,<0.001,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/10/5 下午 02:40:00,1670,7.3,33.0,31.1,7.7,655,--,3.0,40.1,18.8,58.9,27.8,280000,5.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/9/5 下午 02:35:00,1670,7.3,31.1,32.6,7.4,657,--,2.7,37.8,29.3,80.8,23.2,3000000,5.02,--,1.59,--,0.06,--,<0.001,0.005,<0.002,0.0036,<0.0003,0.002,0.010,0.083,<0.001,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/8/4 上午 11:20:00,1670,2.0,36.0,32.5,7.6,407,--,6.6,91.9,4.7,33.0,17.6,41000,0.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/7/6 上午 11:40:00,1670,2.0,33.6,32.7,8.0,390,--,8.4,116.3,4.9,22.3,7.9,22000,0.83,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/6/7 下午 01:50:00,1670,1.0,37.2,33.6,8.1,360,--,8.0,114.2,2.6,18.7,7.4,53000,0.17,--,0.404,--,1.58,--,<0.001,<0.003,<0.002,0.0020,<0.0003,0.002,0.011,0.045,<0.001,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/5/4 下午 02:20:00,1670,2.8,31.0,28.2,7.5,505,--,7.9,101.6,3.5,21.1,5.4,44000,1.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/4/6 下午 02:35:00,1670,3.5,28.8,24.8,7.4,471,--,7.1,86.1,12.3,37.4,12.6,300000,1.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/3/1 下午 02:10:00,1670,4.5,24.8,19.3,7.0,509,--,7.7,83.5,6.1,26.2,9.8,4900,3.22,--,0.689,7.71,1.59,0.241,<0.001,<0.003,<0.002,0.0014,<0.0003,0.003,0.013,0.096,<0.001,<0.001,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/2/8 上午 11:20:00,1670,6.3,20.1,17.8,7.2,692,--,3.4,35.8,12.1,50.6,25.8,5000,8.30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新豐溪流域,新豐溪,新竹縣,中山橋(新豐溪),乙,2017/1/4 下午 02:10:00,1670,4.5,26.3,23.3,7.7,513,--,6.7,77.7,7.2,28.9,11.2,63000,3.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/12/8 上午 11:00:00,1064,1.5,16.2,15.3,7.4,388,--,8.6,86.1,4.8,22.7,12.8,55000,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/11/1 上午 11:00:00,1064,3.3,29.0,23.1,7.4,327,--,7.4,87.6,2.0,22.3,154,22000,0.29,--,0.292,--,1.29,--,<0.001,0.007,<0.002,0.0018,<0.0003,0.022,0.024,0.088,<0.001,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/10/6 上午 11:00:00,1064,2.0,33.5,28.3,7.6,446,--,6.1,78.1,2.4,19.5,41.1,57000,0.28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/9/6 上午 11:00:00,1064,2.0,35.0,30.4,7.6,352,--,6.8,91.9,4.1,19.5,30.3,7700,0.45,--,0.388,--,1.33,--,<0.001,0.006,<0.002,0.0022,<0.0003,0.014,0.023,0.092,<0.001,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/8/3 上午 11:12:00,1064,3.0,34.0,31.2,7.6,377,--,6.4,87.5,3.9,30.2,22.6,210000,0.93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/7/5 上午 11:00:00,1064,1.0,33.0,30.4,7.8,268,--,8.8,118.2,2.9,17.6,7.6,32000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/6/10 上午 11:00:00,1064,1.5,33.5,30.2,7.1,331,--,8.5,113.9,2.4,18.1,26.4,19000,0.11,--,0.243,--,0.77,--,<0.001,0.004,<0.002,0.0011,<0.0003,0.005,0.012,0.084,<0.001,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/5/3 上午 11:00:00,1064,1.5,28.0,26.3,7.0,403,--,7.1,88.0,4.6,36.0,11.4,27000,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/4/5 上午 11:00:00,1064,2.3,28.0,23.3,7.1,364,--,8.9,104.0,12.6,32.9,13.0,49000,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/3/2 上午 11:00:00,1064,2.8,21.0,17.0,7.3,417,--,8.7,90.2,8.8,27.5,29.7,58000,0.36,--,0.285,7.15,2.19,0.221,<0.001,0.004,<0.002,0.0017,<0.0003,0.020,0.022,0.071,<0.001,<0.001,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/2/9 上午 11:00:00,1064,2.8,16.0,14.1,7.3,431,--,8.4,81.8,6.7,24.8,17.0,200000,0.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,員笨橋,丙,2017/1/5 上午 11:00:00,1064,2.3,26.0,21.3,7.4,484,--,7.2,81.1,7.6,37.4,8.5,46000,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/12/8 下午 01:05:00,1065,5.0,16.0,15.5,7.4,403,--,8.8,87.9,15.5,39.3,28.2,210000,1.90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/11/1 下午 01:05:00,1065,2.3,28.0,24.3,7.4,353,--,8.4,101.1,3.0,18.7,82.9,41000,0.43,--,0.362,--,1.23,--,<0.001,0.006,<0.002,0.0018,<0.0003,0.014,0.017,0.093,<0.001,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/10/6 下午 01:05:00,1065,3.3,34.0,30.8,7.6,543,--,7.6,102.2,4.2,36.7,93.0,16000,0.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/9/6 下午 01:05:00,1065,4.0,35.0,32.7,7.4,427,--,6.7,93.3,8.7,32.4,27.4,17000,2.20,--,0.582,--,0.67,--,<0.001,<0.003,<0.002,0.0033,<0.0003,0.012,0.012,0.063,<0.001,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/8/3 下午 01:05:00,1065,2.5,34.0,31.9,7.7,387,--,6.9,95.5,4.6,31.0,32.8,340000,0.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/7/5 下午 01:05:00,1065,1.5,33.0,31.9,7.6,330,--,7.5,102.3,3.0,16.2,26.5,27000,0.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/6/10 下午 01:05:00,1065,1.0,33.0,31.8,7.4,380,--,8.4,113.8,2.7,19.1,11.2,7100,0.28,--,0.343,--,0.82,--,<0.001,0.004,<0.002,0.0014,<0.0003,0.010,0.009,0.069,<0.001,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/5/3 下午 01:05:00,1065,3.3,29.0,28.9,7.2,478,--,8.0,103.6,4.9,26.5,93.8,25000,0.55,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/4/5 下午 01:05:00,1065,2.5,29.5,26.5,7.2,490,--,8.4,105.1,4.2,24.6,21.0,36000,0.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/3/2 下午 01:05:00,1065,4.0,20.0,18.6,7.0,441,--,9.1,98.2,9.5,26.5,41.7,43000,1.01,--,0.379,7.61,1.61,0.300,<0.001,0.004,<0.002,0.0018,<0.0003,0.020,0.016,0.075,<0.001,<0.001,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/2/9 下午 01:05:00,1065,4.0,16.5,14.7,7.2,480,--,9.5,93.0,5.2,23.2,34.8,110000,1.27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,桃園市,新湖橋,丙,2017/1/5 下午 01:05:00,1065,4.0,25.5,24.4,7.5,478,--,9.5,113.5,6.4,20.1,47.7,370000,1.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/12/8 下午 01:45:00,1066,2.0,15.8,15.8,7.4,448,--,9.7,97.9,3.4,19.1,19.9,19000,0.79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/11/1 下午 01:45:00,1066,1.5,27.5,24.5,7.5,391,--,8.9,107.5,3.0,14.4,24.8,31000,0.46,--,0.377,--,1.29,--,<0.001,0.004,<0.002,0.0015,<0.0003,0.006,0.017,0.060,<0.001,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/10/6 下午 01:45:00,1066,1.0,33.5,29.8,7.8,483,--,7.8,103.0,1.8,15.1,15.4,5400,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/9/6 下午 01:45:00,1066,2.8,35.5,32.5,7.7,433,--,7.8,107.6,5.0,29.1,21.3,22000,0.21,--,0.323,--,1.39,--,<0.001,0.005,<0.002,0.0029,<0.0003,0.004,0.008,0.057,<0.001,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/8/3 下午 01:45:00,1066,2.0,34.0,32.8,7.8,348,--,7.6,106.3,3.4,30.2,23.6,40000,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福興溪流域,福興溪,新竹縣,深坑橋,丙,2017/7/5 下午 01:45:00,1066,1.0,34.0,32.8,8.9,316,--,8.6,118.4,1.5,11.2,11.5,27000,0.10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
