採樣分區,河川,縣市,測站名稱,水體分類等級,採樣日期,測站編號,河川污染指數,氣溫,水溫,酸鹼值,導電度,溶氧(滴定法),溶氧(電極法),溶氧飽和度,生化需氧量,化學需氧量,懸浮固體,大腸桿菌群,氨氮,氯鹽,總磷,總有機碳,硝酸鹽氮,亞硝酸鹽氮,鎘,鉛,六價鉻,砷,汞,銅,鋅,錳,銀,鎳,硒,濁度,鉻,總氮,總凱氏氮,備註
,,,,,,,,℃,℃,　,μmho/cm25℃,mg/L,mg/L,%,mg/L,mg/L,mg/L,CFU/100mL,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,NTU,mg/L,mg/L,mg/L
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/10/8 下午 04:55:00,1268,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/9/12 下午 12:40:00,1268,6.3,33.8,31.6,7.81,1200,--,3.2,43.8,5.4,31.2,23.1,81000,6.87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/8/9 下午 03:30:00,1268,7.0,29.9,30.0,7.80,1000,--,2.5,34.1,6.1,31.7,63.6,500000,6.29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/7/5 下午 03:20:00,1268,7.0,30.2,27.5,7.54,392,--,3.7,47.5,6.3,42.4,268,380000,1.25,--,0.477,--,1.36,--,<0.001,0.009,<0.002,0.0124,<0.0003,0.017,0.134,0.180,<0.001,0.013,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/6/4 下午 02:04:00,1268,6.3,29.2,29.1,7.80,1370,--,3.5,45.4,6.6,42.7,43.2,280000,13.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/5/6 下午 02:05:00,1268,7.3,24.7,25.6,7.67,1740,--,1.6,19.4,6.8,52.0,20.1,1500000,15.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/4/2 上午 11:20:00,1268,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/3/4 上午 11:00:00,1268,6.8,29.2,25.3,7.80,2560,--,1.8,21.6,9.6,56.1,14.6,440000,18.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/2/18 上午 10:23:00,1268,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
阿公店溪流域,阿公店溪,高雄市,前州橋,丁,2019/1/2 下午 03:10:00,1268,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,橋樑施工無法採樣
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/12/6 上午 09:50:00,1199,6.5,18.9,19.9,7.90,8140,--,4.9,54.9,19.1,70.4,38.5,1800000,41.5,3640,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/11/6 上午 10:00:00,1199,5.0,31.4,28.3,7.90,15100,--,4.6,62.6,11.7,40.8,19.7,50000,26.2,4450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/10/8 上午 10:50:00,1199,6.3,29.5,30.8,7.86,14800,--,3.4,49.5,8.8,38.9,29.2,50000,21.3,4620,3.98,--,0.13,--,<0.001,<0.003,<0.002,0.0068,<0.0003,0.001,0.026,0.141,<0.001,0.010,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/9/12 下午 01:40:00,1199,5.5,33.6,31.6,7.71,3150,--,4.0,54.2,4.9,29.5,40.0,57000,10.4,797,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/8/9 上午 09:50:00,1199,5.5,30.2,30.0,7.74,3840,--,3.0,40.9,4.3,29.9,33.5,36000,11.4,1010,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/7/5 下午 04:20:00,1199,6.3,30.4,27.7,7.59,493,--,3.6,46.3,4.5,34.6,207,260000,2.09,60.8,1.98,--,1.39,--,<0.001,0.012,<0.002,0.0104,<0.0003,0.014,0.154,0.171,<0.001,0.014,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/6/4 下午 03:05:00,1199,7.3,29.0,28.6,7.60,2460,--,1.0,13.4,5.3,24.9,40.5,580000,19.6,635,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/5/6 下午 03:00:00,1199,6.8,24.7,26.2,7.70,18400,--,0.4,5.9,8.3,40.5,13.3,370000,17.6,6250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/4/2 下午 12:50:00,1199,6.3,28.7,27.0,8.04,14300,--,2.3,33.7,13.2,54.2,23.1,17000,24.2,4270,6.98,--,2.14,--,<0.001,<0.003,<0.002,0.0107,<0.0003,0.006,0.025,0.119,<0.001,0.015,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/3/4 下午 12:00:00,1199,5.0,28.8,26.1,7.99,17800,--,6.8,92.2,9.9,47.4,21.9,23000,22.6,5860,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/2/18 下午 12:30:00,1199,5.0,27.9,26.0,7.87,19100,--,11.2,145.8,12.2,45.2,25.8,30000,21.1,6850,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
阿公店溪流域,阿公店溪,高雄市,舊港橋,丁,2019/1/2 上午 10:40:00,1199,5.8,22.5,22.0,7.86,11400,--,2.8,34.4,6.7,33.8,14.9,22000,18.2,3520,4.84,8.11,5.04,0.650,<0.001,<0.003,<0.002,0.0094,<0.0003,0.007,0.032,0.081,<0.001,0.011,<0.001,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/12/9 下午 03:20:00,1659,3.8,24.6,20.7,8.08,1240,--,6.7,74.2,3.0,28.6,25.5,20000,14.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/11/7 下午 03:20:00,1659,4.3,31.2,25.8,7.98,1230,--,5.1,63.4,1.6,21.3,30.2,4500,6.60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/10/9 下午 04:00:00,1659,5.0,32.0,30.2,7.92,729,--,5.7,75.5,1.4,11.8,65.2,5800,3.04,--,0.446,--,1.60,--,<0.001,<0.003,<0.002,0.0091,<0.0003,0.003,0.014,0.154,<0.001,<0.005,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/9/13 下午 12:50:00,1659,5.8,34.5,30.8,7.84,814,--,3.6,48.5,1.3,17.6,194,22000,2.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/8/1 下午 01:20:00,1659,5.8,33.6,29.6,7.83,746,--,3.6,48.0,1.8,16.3,132,39000,2.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/7/12 下午 03:30:00,1659,4.3,34.4,29.3,7.92,697,--,6.0,78.4,2.1,45.0,1380,110000,0.66,--,0.160,--,1.04,--,<0.001,0.026,<0.002,0.0113,<0.0003,0.025,0.097,0.747,<0.001,0.029,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/6/6 下午 03:00:00,1659,4.3,36.2,32.8,7.93,976,--,8.1,113.0,4.3,28.2,42.4,14000,8.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/5/8 下午 03:15:00,1659,5.5,27.4,26.6,7.89,1290,--,4.6,57.5,3.4,27.6,57.0,33000,9.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/4/2 上午 11:17:00,1659,4.3,28.0,26.2,7.89,795,--,5.2,64.1,2.3,16.8,35.6,13000,10.8,--,1.69,--,1.63,--,<0.001,<0.003,<0.002,0.0089,<0.0003,0.002,0.018,0.151,<0.001,<0.005,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/3/4 上午 11:30:00,1659,4.8,26.8,25.7,7.98,817,--,6.1,74.7,3.8,15.3,47.8,22000,9.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/2/18 上午 10:50:00,1659,4.8,29.0,24.9,7.93,975,--,5.1,61.9,4.9,32.2,37.9,43000,11.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,石安橋,丙,2019/1/2 下午 03:49:00,1659,4.3,21.8,21.9,8.02,768,--,6.5,73.9,3.7,21.9,30.7,33000,7.40,--,1.60,5.42,1.72,0.477,<0.001,<0.003,<0.002,0.0108,<0.0003,0.005,0.020,0.296,<0.001,<0.005,<0.001,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/12/9 下午 04:00:00,1304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/11/7 下午 04:00:00,1304,7.3,31.0,27.8,7.89,947,--,2.6,33.5,32.5,81.3,32.2,48000000,22.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/10/9 下午 04:33:00,1304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/9/13 下午 01:02:00,1304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/8/1 下午 01:42:00,1304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/7/12 下午 04:02:00,1304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/6/6 下午 03:24:00,1304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/5/8 下午 03:40:00,1304,7.8,26.3,27.1,7.68,925,--,0.3,4.1,22.1,58.1,17.2,5800000,22.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/4/2 上午 11:50:00,1304,8.3,33.9,26.4,7.74,1020,--,0.3,3.4,37.1,108,20.6,6000000,30.5,--,1.46,--,0.04,--,<0.001,<0.003,<0.002,0.0042,<0.0003,0.013,0.015,0.093,<0.001,0.028,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/3/4 下午 12:00:00,1304,9.0,33.4,27.8,7.82,942,--,1.4,18.1,34.3,116,98.6,2900000,26.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/2/18 上午 11:20:00,1304,8.3,33.4,25.6,7.66,855,--,0.7,8.2,33.0,106,33.8,470000,28.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,網寮橋(原為建國村),丁,2019/1/2 下午 03:47:00,1304,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,河道水深不足未採樣(小於10公分有擾動底泥疑慮者)
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/12/9 下午 04:15:00,1195,5.8,24.8,21.6,7.76,1040,--,3.9,44.2,10.9,46.4,13.8,2500000,15.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/11/7 下午 04:20:00,1195,5.8,29.3,26.7,7.90,1640,--,2.1,25.9,12.4,51.1,14.6,5300000,19.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/10/9 下午 05:00:00,1195,7.3,29.4,30.5,7.85,1490,--,1.0,13.5,10.7,49.9,30.0,2400000,16.4,--,1.70,--,0.20,--,<0.001,0.006,<0.002,0.0143,<0.0003,0.251,0.113,0.183,<0.001,0.258,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/9/13 下午 01:50:00,1195,7.3,34.1,32.0,7.70,1220,--,1.1,15.6,6.1,33.8,22.5,780000,9.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/8/1 下午 02:20:00,1195,6.8,32.7,31.0,7.67,1190,--,1.0,14.0,6.3,34.7,9.4,260000,13.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/7/12 下午 04:30:00,1195,4.5,33.6,30.3,7.45,407,--,3.8,50.2,3.8,25.7,26.4,300000,1.74,--,0.580,--,0.70,--,<0.001,<0.003,<0.002,0.0132,<0.0003,0.016,0.063,0.148,<0.001,0.034,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/6/6 下午 04:00:00,1195,6.8,33.5,30.8,7.56,1360,--,1.4,18.5,7.9,44.8,15.4,2100000,13.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/5/8 下午 04:18:00,1195,6.8,28.8,25.8,7.68,1250,--,0.8,10.1,12.3,45.0,16.4,780000,11.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/4/2 下午 12:18:00,1195,6.8,28.4,25.3,7.77,1020,--,1.7,20.1,12.3,44.0,14.9,2300000,16.9,--,1.64,--,0.09,--,<0.001,<0.003,<0.002,0.0109,<0.0003,0.025,0.030,0.124,<0.001,0.074,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/3/4 下午 12:30:00,1195,5.8,28.8,25.5,7.86,1250,--,3.2,39.4,7.1,42.7,11.6,97000,17.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/2/18 上午 11:50:00,1195,5.8,30.6,24.9,7.71,1120,--,2.3,27.7,13.7,59.8,17.9,2600000,13.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,五空橋,丁,2019/1/2 下午 04:55:00,1195,5.8,21.5,21.3,7.82,1450,--,2.7,30.2,6.4,34.5,9.7,220000,15.3,--,1.48,8.67,1.28,0.307,<0.001,<0.003,<0.002,0.0112,<0.0003,0.006,0.035,0.073,<0.001,0.032,<0.001,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/12/9 下午 01:50:00,1341,8.3,24.5,20.2,8.14,1400,--,1.6,17.7,20.7,125,37.0,110000,83.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/11/7 下午 01:25:00,1341,7.3,31.5,25.8,8.21,1130,--,0.5,6.0,13.5,92.3,33.0,31000,41.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/10/9 下午 02:00:00,1341,2.8,36.1,29.0,8.41,440,--,7.7,100.8,1.2,5.5,53.2,27000,0.98,--,0.055,--,0.29,--,<0.001,<0.003,<0.002,0.0019,<0.0003,0.005,0.022,0.070,<0.001,<0.005,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/9/13 上午 10:48:00,1341,4.0,33.4,29.8,7.93,728,--,4.4,58.3,1.6,11.1,25.5,21000,2.47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/8/1 上午 11:20:00,1341,2.8,33.4,28.2,8.20,437,--,7.4,96.0,<1.0,6.3,80.3,23000,0.70,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/7/12 下午 01:30:00,1341,2.8,34.9,28.8,8.05,631,--,6.8,88.8,1.5,13.7,91.9,130000,0.56,--,0.345,--,0.60,--,<0.001,0.007,<0.002,0.0037,<0.0003,0.006,0.032,0.126,<0.001,<0.005,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/6/6 下午 01:00:00,1341,5.0,37.6,32.0,8.10,737,--,9.2,127.6,9.9,43.6,21.0,56000,12.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/5/8 下午 01:10:00,1341,6.0,30.2,26.1,8.22,856,--,9.6,119.3,16.4,89.0,33.8,370000,32.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/4/2 上午 09:20:00,1341,2.0,27.6,24.2,8.37,545,--,8.4,100.5,<1.0,4.4,24.3,2800,0.54,--,0.340,--,0.23,--,<0.001,<0.003,<0.002,0.0014,<0.0003,0.003,0.012,0.028,<0.001,<0.005,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/3/4 上午 09:35:00,1341,3.3,25.3,24.7,8.24,599,--,6.7,80.6,2.8,17.5,14.7,5700,9.42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/2/18 上午 08:50:00,1341,3.3,23.9,23.7,8.21,523,--,7.2,85.1,1.5,9.5,15.9,12000,3.86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,二層橋,丙,2019/1/2 下午 01:48:00,1341,6.8,25.4,21.6,8.10,935,--,1.0,11.3,6.9,37.6,19.2,25000,27.5,--,4.36,9.23,0.17,0.053,<0.001,<0.003,<0.002,0.0077,<0.0003,0.004,0.010,0.110,<0.001,0.005,<0.001,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/12/9 下午 12:40:00,1340,6.0,25.0,21.4,7.66,10800,--,1.0,12.2,3.7,25.6,8.9,440000,9.11,3410,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/11/7 下午 12:10:00,1340,6.0,30.4,27.7,7.71,17900,--,1.1,14.6,4.7,38.7,15.2,4300000,13.2,5820,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/10/9 下午 12:50:00,1340,6.8,33.0,31.3,7.74,10500,--,0.9,12.8,7.9,39.8,17.6,2600000,12.1,3270,1.07,--,0.21,--,<0.001,<0.003,<0.002,0.0144,<0.0003,0.030,0.015,0.144,<0.001,0.024,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/9/13 下午 03:20:00,1340,6.8,34.6,32.0,7.69,5430,--,1.6,21.9,5.5,36.0,14.1,1300000,6.50,1490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/8/1 下午 04:00:00,1340,6.8,31.2,30.2,7.49,10600,--,1.1,15.8,10.1,38.3,14.0,2900000,9.17,3370,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/7/12 下午 12:20:00,1340,4.5,35.3,28.6,7.46,362,--,3.0,40.3,3.3,20.5,32.9,470000,1.79,39.0,0.480,--,0.82,--,<0.001,<0.003,<0.002,0.0087,<0.0003,0.011,0.045,0.090,<0.001,0.019,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/6/6 下午 05:40:00,1340,6.8,31.5,31.1,7.54,14600,--,0.8,10.6,9.6,38.6,12.6,2500000,9.25,4700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/5/8 下午 05:30:00,1340,6.8,26.1,26.0,7.60,13500,--,0.8,11.0,7.1,38.3,9.0,750000,6.25,4700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/4/2 下午 02:00:00,1340,5.8,34.3,28.2,7.81,8080,--,2.9,38.3,8.4,34.8,10.6,330000,16.7,2350,1.44,--,0.10,--,<0.001,0.003,<0.002,0.0094,<0.0003,0.013,0.024,0.099,<0.001,0.056,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/3/4 下午 02:10:00,1340,5.0,33.9,26.6,7.74,13900,--,2.9,40.9,4.5,31.5,8.4,25000,11.8,4600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/2/18 下午 01:30:00,1340,6.8,32.6,26.3,7.64,15300,--,1.7,22.6,7.9,32.9,13.1,560000,11.9,4920,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,臺南市,永寧橋,丁,2019/1/2 下午 12:30:00,1340,4.5,21.7,21.5,7.88,10200,--,3.1,36.0,2.5,21.7,4.0,27000,13.5,2970,1.13,9.15,1.18,0.190,<0.001,<0.003,<0.002,0.0100,<0.0003,0.004,0.022,0.046,<0.001,0.024,<0.001,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/12/9 下午 02:25:00,1190,9.0,26.1,22.0,8.03,1740,--,0.4,4.2,40.3,197,59.4,2100000,75.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/11/7 下午 01:40:00,1190,8.3,31.8,27.5,7.92,1090,--,0.2,2.9,22.9,99.3,31.6,200000,28.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/10/9 下午 02:20:00,1190,5.8,33.0,30.5,7.80,523,--,2.9,38.4,2.5,12.9,55.4,41000,3.41,--,0.840,--,1.08,--,<0.001,<0.003,<0.002,0.0069,<0.0003,0.005,0.021,0.133,<0.001,<0.005,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/9/13 上午 11:20:00,1190,4.8,34.6,30.9,7.83,659,--,3.4,45.9,2.0,15.8,75.6,20000,1.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/8/1 上午 11:30:00,1190,5.0,28.1,29.3,7.81,510,--,4.3,56.7,2.0,16.1,190,34000,0.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/7/12 下午 01:50:00,1190,4.8,36.5,28.8,7.96,596,--,6.0,78.4,3.3,26.6,514,210000,0.75,--,0.180,--,0.75,--,<0.001,0.014,<0.002,0.0066,<0.0003,0.012,0.056,0.349,<0.001,0.019,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/6/6 下午 01:10:00,1190,5.5,37.0,32.8,7.95,642,--,6.1,85.6,5.0,26.3,40.1,19000,7.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/5/8 下午 01:20:00,1190,6.3,29.7,26.9,7.82,1030,--,3.9,49.5,5.7,33.7,45.6,32000,16.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/4/2 上午 09:30:00,1190,5.0,30.2,25.7,7.81,561,--,3.1,38.3,2.3,16.4,28.9,23000,4.88,--,0.750,--,1.20,--,<0.001,<0.003,<0.002,0.0043,<0.0003,0.003,0.015,0.093,<0.001,<0.005,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/3/4 上午 09:40:00,1190,3.8,29.4,25.0,7.82,695,--,5.1,62.2,2.7,19.7,14.8,11000,7.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/2/18 上午 09:00:00,1190,6.3,27.5,23.8,7.85,647,--,2.5,29.8,9.6,38.2,28.4,190000,11.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
二仁溪流域,二仁溪,高雄市,古亭橋,丙,2019/1/2 下午 01:50:00,1190,3.8,23.7,21.7,7.84,592,--,5.4,61.6,1.9,14.5,9.7,3900,3.12,--,1.01,3.91,0.73,0.359,<0.001,<0.003,<0.002,0.0043,<0.0003,0.001,0.008,0.112,<0.001,<0.005,<0.001,--,--,--,--
