採樣分區,縣市,測站名稱,採樣日期,測站編號,水面至井口深度,水溫,導電度,酸鹼值,溶氧(電極法),溶氧飽和度,總硬度,總溶解固體物,氯鹽,氨氮,硝酸鹽氮,硫酸鹽,總有機碳,砷,鎘,鉻,銅,鉛,鋅,鐵,錳,汞,鎳,總酚,氟鹽,鈉,鉀,鈣,鎂,總鹼度,苯,甲苯,乙苯,二甲苯,naphthalene,四氯化碳,氯苯,氯仿,氯甲烷,1，4—二氯苯,1，1—二氯乙烷,1，2—二氯乙烷,1，1—二氯乙烯,順1，2—二氯乙烯,反1，2—二氯乙烯,三氯乙烯,四氯乙烯,氯乙烯,二氯甲烷,1，1，2—三氯乙烷,1，1，1—三氯乙烷,1，2-二氯苯,甲基第三丁基醚,備註
,,,,,m,℃,μmho/cm25℃,　,mg/L,%,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
濁水溪沖積扇,雲林縣,文昌國小,2019/10/25 下午 03:35:00,4766,7.027,28.1,1350,6.69,0.3,--,758,996,38.2,0.03,0.73,204,0.81,<0.0003,<0.001,<0.001,0.001,<0.003,0.013,0.009,1.45,--,--,<0.0060,0.11,33.9,8.47,181,62.2,498,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
濁水溪沖積扇,雲林縣,文昌國小,2019/5/20 下午 02:05:00,4766,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
濁水溪沖積扇,雲林縣,文昌國小,2019/4/19 下午 03:40:00,4766,8.147,27.3,1310,6.78,0.2,--,720,980,68.4,0.03,0.60,200,1.00,0.0006,<0.001,<0.001,0.001,<0.003,0.015,0.017,1.32,<0.0003,0.009,<0.0060,<0.10,25.8,7.23,187,48.5,527,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
濁水溪沖積扇,雲林縣,麥寮國小,2019/10/25 上午 11:14:00,4769,3.993,28.6,1010,6.92,2.6,--,414,726,28.6,0.03,16.2,77.1,0.82,0.0006,<0.001,<0.001,<0.001,<0.003,0.006,0.007,<0.005,--,--,<0.0060,0.11,40.5,15.3,135,23.3,369,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
濁水溪沖積扇,雲林縣,麥寮國小,2019/5/17 上午 11:22:00,4769,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,嘉義縣,朴子藝術公園(原為中正公園),2019/10/16 上午 11:56:00,4771,2.865,27.1,2720,6.80,3.6,--,1320,1980,289,<0.01,0.02,441,1.67,0.0006,<0.001,<0.001,<0.001,<0.003,0.008,0.036,0.258,--,--,0.0117,0.25,125,1.06,375,121,668,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,嘉義縣,朴子藝術公園(原為中正公園),2019/4/9 下午 02:20:00,4771,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,嘉義縣,朴子藝術公園(原為中正公園),2019/3/21 上午 11:21:00,4771,--,--,--,--,1.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,嘉義縣,貴林國小下庄分校(原為貴林國小分校),2019/10/16 下午 03:27:00,4772,1.723,29.3,1050,7.09,3.7,--,380,661,45.1,0.82,1.61,154,1.39,0.0008,<0.001,<0.001,<0.001,<0.003,0.003,0.040,0.290,--,--,0.0085,0.36,60.4,16.7,107,37.4,322,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,嘉義縣,貴林國小下庄分校(原為貴林國小分校),2019/4/10 下午 12:22:00,4772,1.658,27.6,1250,6.99,1.6,--,507,822,59.4,0.79,1.29,197,1.58,0.0004,<0.001,<0.001,<0.001,<0.003,<0.002,0.053,0.451,<0.0003,<0.005,<0.006,0.20,72.4,16.4,135,49.2,385,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,嘉義縣,貴林國小下庄分校(原為貴林國小分校),2019/3/21 下午 02:21:00,4772,--,--,--,--,1.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,臺南市,宅港國小,2019/10/24 下午 02:07:00,4773,1.770,28.6,4410,7.07,1.9,--,373,2750,630,0.42,0.10,344,2.39,0.0015,<0.001,<0.001,0.005,<0.003,0.006,0.026,1.08,--,--,<0.006,0.22,939,11.8,53.0,60.4,968,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,臺南市,宅港國小,2019/4/24 上午 11:40:00,4773,2.590,28.0,4620,7.12,2.5,--,393,2930,776,0.54,0.05,365,1.08,<0.0003,<0.001,<0.001,<0.001,<0.003,0.005,0.055,1.07,<0.0003,<0.005,<0.006,0.28,971,12.2,49.4,60.1,979,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,臺南市,宅港國小,2019/4/17 下午 12:57:00,4773,--,--,--,--,1.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,臺南市,安定國小,2019/11/13 上午 09:34:00,4774,2.870,27.2,845,6.96,4.0,--,379,526,26.0,0.02,0.26,70.7,0.80,<0.0003,<0.001,0.002,<0.001,<0.003,<0.002,0.020,0.164,--,--,<0.006,0.16,40.1,1.37,109,28.6,363,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,臺南市,安定國小,2019/4/17 下午 03:44:00,4774,--,--,--,--,1.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,臺南市,善化國小,2019/10/29 下午 04:21:00,4775,2.485,29.6,566,6.94,1.9,--,271,343,8.1,<0.01,<0.01,29.4,0.61,0.0006,<0.001,<0.001,<0.001,<0.003,0.002,0.520,0.145,--,--,<0.006,0.51,13.8,1.14,94.3,14.8,250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,臺南市,善化國小,2019/4/29 下午 03:24:00,4775,--,--,--,--,0.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,臺南市,永康工業區,2019/10/19 上午 09:40:00,4776,1.672,32.2,2310,6.72,2.8,--,971,1620,87.7,0.52,0.03,507,3.70,0.0021,<0.001,0.001,0.001,<0.003,0.006,0.022,2.21,--,--,<0.006,0.41,154,2.10,242,80.5,624,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,臺南市,永康工業區,2019/3/25 下午 12:56:00,4776,--,--,--,--,0.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,高雄市,林園國小,2019/10/28 下午 02:19:00,4777,2.236,29.0,943,7.16,3.0,--,381,547,29.7,0.09,1.90,103,2.99,0.0109,<0.001,<0.001,<0.001,<0.003,<0.002,1.26,0.297,--,--,<0.006,0.19,34.9,4.11,135,18.2,301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,林園國小,2019/4/12 上午 11:10:00,4777,3.132,28.2,947,7.08,2.2,--,436,626,41.2,0.09,1.89,114,0.85,0.0154,<0.001,<0.001,<0.001,<0.003,<0.002,3.53,0.319,<0.0003,<0.005,<0.006,0.22,36.7,4.47,139,20.7,331,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,林園國小,2019/3/29 下午 02:31:00,4777,--,--,--,--,0.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,九如國小,2019/10/10 下午 12:41:00,4778,6.825,28.5,696,7.08,1.3,--,343,454,9.8,0.01,0.42,109,0.58,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,<0.005,0.718,--,--,0.0085,0.14,15.6,3.52,109,16.8,251,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,九如國小,2019/4/16 下午 01:39:00,4778,--,--,--,--,1.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,九如國小,2019/4/15 上午 10:49:00,4778,7.982,29.3,750,7.08,1.8,--,387,554,17.3,<0.01,0.07,121,0.57,0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.078,0.858,<0.0003,<0.005,<0.006,0.16,15.3,3.75,131,18.7,270,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花東縱谷,臺東縣,仁愛國小,2019/10/4 下午 01:40:00,4779,5.639,27.4,753,7.32,5.0,--,365,558,9.4,<0.01,2.92,153,0.37,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.027,0.017,--,--,<0.006,<0.1,15.7,3.63,128,18.8,220,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
花東縱谷,臺東縣,仁愛國小,2019/3/8 上午 09:29:00,4779,--,--,--,--,2.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
澎湖地區,澎湖縣,山水國小,2019/11/12 下午 01:40:00,4781,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,井內水位過低未採樣
澎湖地區,澎湖縣,山水國小,2019/4/17 上午 11:36:00,4781,--,--,--,--,3.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
澎湖地區,澎湖縣,後寮國小,2019/11/13 下午 01:36:00,4782,5.665,27.4,1330,7.28,3.9,--,365,776,190,<0.01,2.91,43.1,0.62,<0.0003,<0.001,0.002,<0.001,<0.003,<0.002,0.024,0.008,--,--,<0.006,0.41,138,1.53,72.8,46.6,339,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
澎湖地區,澎湖縣,後寮國小,2019/4/15 下午 01:30:00,4782,--,--,--,--,2.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,五福國小,2019/10/17 上午 09:35:00,4783,4.235,28.4,495,6.37,1.9,--,183,305,28.3,0.06,4.18,59.1,0.98,0.0006,<0.001,<0.001,0.001,<0.003,0.013,0.032,0.006,--,--,<0.0060,<0.10,16.8,7.39,47.4,15.0,111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,五福國小,2019/4/24 下午 04:04:00,4783,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,新竹市,朝山國小,2019/10/22 上午 10:13:00,4785,1.320,26.9,471,6.70,0.1,--,154,276,21.0,0.52,<0.01,46.3,0.62,0.0006,<0.001,<0.001,<0.001,<0.003,0.026,10.2,0.838,--,--,<0.0060,0.13,32.7,2.99,38.8,17.4,150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹市,朝山國小,2019/10/15 上午 10:08:00,4785,--,--,--,--,1.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹市,朝山國小,2019/5/20 上午 10:36:00,4785,0.873,25.2,469,6.75,0.6,--,160,269,20.6,0.47,0.01,48.6,0.63,<0.0003,<0.001,<0.001,<0.001,<0.003,0.026,5.96,0.768,<0.0003,<0.005,<0.0060,0.14,30.6,2.68,34.6,15.8,151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,月美國小,2019/10/28 上午 11:11:00,4786,6.317,27.7,499,6.93,3.8,--,216,324,6.2,<0.01,3.14,54.1,0.51,<0.0003,<0.001,<0.001,<0.001,<0.003,0.003,0.010,<0.005,--,--,<0.006,0.14,16.6,2.88,73.4,14.1,173,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,高雄市,月美國小,2019/4/17 上午 11:37:00,4786,--,--,--,--,2.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
臺中地區,臺中市,神岡國中,2019/10/23 上午 09:30:00,4787,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,井況異常，無法採樣
臺中地區,臺中市,神岡國中,2019/4/25 下午 02:27:00,4787,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,林邊國小,2019/11/2 下午 12:17:00,4790,3.080,28.0,3930,7.00,1.4,--,1140,2480,1040,4.16,<0.01,1.4,1.26,0.0574,<0.001,<0.001,<0.001,<0.003,<0.002,12.6,0.635,--,--,0.0146,0.27,369,8.04,317,102,412,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
屏東平原,屏東縣,林邊國小,2019/4/16 下午 12:16:00,4790,--,--,--,--,0.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,林邊國小,2019/4/12 下午 12:58:00,4790,3.020,29.2,4270,7.04,1.5,--,1350,3340,1160,4.32,0.01,<1.0,1.05,0.0299,<0.001,<0.001,<0.001,0.005,<0.002,10.6,1.29,<0.0003,<0.005,0.0241,0.22,302,9.79,362,105,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,喀哩國小,2019/10/21 下午 01:47:00,4791,5.434,27.3,585,6.37,0.5,--,277,458,10.8,0.03,1.16,126,0.57,<0.0003,<0.001,<0.001,<0.001,<0.003,0.007,0.013,0.021,--,--,<0.0060,0.15,13.8,3.91,88.3,15.2,161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺中地區,臺中市,喀哩國小,2019/4/26 下午 01:53:00,4791,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
濁水溪沖積扇,彰化縣,管嶼國小,2019/10/24 上午 08:30:00,4792,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,井況異常，無法採樣
濁水溪沖積扇,彰化縣,管嶼國小,2019/4/22 上午 09:23:00,4792,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
濁水溪沖積扇,彰化縣,管嶼國小,2019/4/12 上午 10:22:00,4792,1.400,26.3,1250,6.87,0.1,--,560,982,70.2,0.26,<0.01,225,1.17,0.0080,<0.001,<0.001,0.001,<0.003,0.015,0.557,0.250,<0.0003,0.012,<0.0060,0.18,52.5,6.96,166,46.5,402,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,外埔國小,2019/10/18 下午 12:06:00,4793,1.600,30.8,1090,7.07,0.2,--,376,655,128,0.21,<0.01,74.5,2.12,0.0105,<0.001,<0.001,0.002,<0.003,0.009,1.24,0.524,--,--,<0.0060,0.32,76.0,3.75,93.4,26.5,265,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,苗栗縣,外埔國小,2019/5/14 下午 03:33:00,4793,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
新苗地區,苗栗縣,外埔國小,2019/4/9 上午 10:51:00,4793,1.294,26.0,946,7.18,1.4,--,331,607,97.7,0.22,<0.01,66.4,1.87,0.0070,<0.001,<0.001,<0.001,<0.003,0.008,0.473,0.366,<0.0003,0.006,<0.0060,0.43,68.9,3.01,86.2,24.5,265,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,國泰國小,2019/10/15 上午 10:29:00,4795,0.990,27.8,1090,6.30,0.3,--,422,612,108,0.20,0.03,78.6,1.74,0.0020,<0.001,<0.001,<0.001,<0.003,0.008,1.28,2.30,--,--,0.0068,0.24,81.5,0.894,77.3,61.7,338,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,國泰國小,2019/4/9 上午 11:41:00,4795,--,--,--,--,0.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
蘭陽平原,宜蘭縣,頭城家商,2019/11/13 上午 08:15:00,4796,2.372,24.0,180,6.51,0.8,--,66.9,121,7.6,<0.01,0.83,17.3,0.22,0.0003,<0.001,0.002,<0.001,<0.003,0.003,0.022,<0.005,--,--,<0.0060,0.31,7.90,0.794,18.4,5.74,49.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
蘭陽平原,宜蘭縣,頭城家商,2019/4/22 上午 08:27:00,4796,--,--,--,--,1.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
新苗地區,新竹市,光華國中,2019/10/21 上午 11:25:00,4797,3.791,26.8,578,6.24,0.8,--,185,362,42.7,<0.01,0.56,75.1,0.41,<0.0003,<0.001,<0.001,<0.001,<0.003,0.017,0.027,0.625,--,--,<0.0060,0.11,52.8,1.91,41.5,21.5,147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
新苗地區,新竹市,光華國中,2019/4/26 下午 12:21:00,4797,--,--,--,--,2.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
臺北盆地,新北市,正義國小,2019/10/22 下午 02:43:00,4798,1.671,28.5,614,6.84,0.1,--,266,365,14.8,0.94,0.06,9.7,1.74,0.0024,<0.001,<0.001,<0.001,<0.003,0.008,0.184,0.736,--,--,<0.0060,0.56,18.1,7.89,92.6,11.9,318,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
臺北盆地,新北市,正義國小,2019/4/18 下午 02:17:00,4798,--,--,--,--,1.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200,<0.00200
濁水溪沖積扇,嘉義縣,溪口鄉公所,2019/10/17 下午 12:05:00,4902,1.777,28.0,1820,6.68,3.5,--,678,1030,249,0.72,<0.01,238,1.16,0.0357,<0.001,0.001,<0.001,<0.003,0.006,10.5,5.54,--,--,<0.006,0.61,118,4.27,176,58.2,262,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
濁水溪沖積扇,嘉義縣,溪口鄉公所,2019/3/21 下午 12:02:00,4902,--,--,--,--,1.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
嘉南平原,高雄市,中正國小(高雄市),2019/10/10 上午 09:59:00,4903,4.567,28.0,615,6.73,3.5,--,254,350,28.7,0.07,0.05,42.7,1.02,0.0006,<0.001,<0.001,<0.001,<0.003,0.020,0.063,0.329,--,--,<0.006,0.39,28.1,0.950,73.7,18.6,227,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
嘉南平原,高雄市,中正國小(高雄市),2019/3/15 上午 10:34:00,4903,--,--,--,--,0.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002
屏東平原,屏東縣,麟洛國中,2019/10/16 上午 10:55:00,4904,2.220,29.1,633,7.17,1.3,--,312,418,11.4,0.01,1.33,46.8,0.81,<0.0003,<0.001,<0.001,<0.001,<0.003,<0.002,0.032,0.025,--,--,0.0069,0.19,9.25,7.74,96.1,17.3,265,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
